image_id,specimen_id,species_code,file_path,source,view_type,annotator,label_status,sha256,scientific_name,gbif_key,occurrence_url,image_url,license,rights_holder,publisher,dataset_name
campo_aug_cupreola_64fb4c0bc6,aug_cupreola,aug_cupreola,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis cupreola/Indivíduo 1 - Tórax 3.jpg,campo_proprio,tórax 3,BeeAI Team,validated,aa0f168ac86ebdc2676033c695494528cda0d14c651c15af9e75896a15b3aa96,Augochloropsis cupreola,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_discors_c57b51a687,aug_discors,aug_discors,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis discors/Indivíduo 1 - Cabeça 3.jpg,campo_proprio,cabeça 3,BeeAI Team,validated,aabcd203dcb276649637b9dda84d9d6bb5ac51529a3664ed5b2c7dd4c5ce01f3,Augochloropsis discors,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_discors_2ccf3dda8f,aug_discors,aug_discors,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis discors/Indivíduo 1 - Geral.jpg,campo_proprio,geral,BeeAI Team,validated,3c505d6848dbde81d189d0b9b943f5bf9fb71091ca958f18ae4d88bc69f259d0,Augochloropsis discors,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_discors_0e69aa4042,aug_discors,aug_discors,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis discors/Indivíduo 1 - Metaposnoto 3.jpg,campo_proprio,metaposnoto 3,BeeAI Team,validated,89e7fb355b9920cb8cc4858d6705c20b2c1f369fb4c57f2fe1bfbdd8315092eb,Augochloropsis discors,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_discors_963c38143f,aug_discors,aug_discors,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis discors/Indivíduo 1 - Tergo 3.jpg,campo_proprio,tergo 3,BeeAI Team,validated,ae2ef74d0cdc1ecac520562a2766077107b73e0e141c243ee3c23c1cc7e84b18,Augochloropsis discors,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_discors_d0991b02dc,aug_discors,aug_discors,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis discors/Indivíduo 1 - Tórax 3.jpg,campo_proprio,tórax 3,BeeAI Team,validated,204303bcf9f6c323233accc93d8da11d92c5fbd864d0d88e0a803d3ed7b7d420,Augochloropsis discors,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_discors_21a82b65bb,aug_discors,aug_discors,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis discors/Indivíduo 1 - Tórax.jpg,campo_proprio,tórax,BeeAI Team,validated,6336c327da494807661417b872eb24b0995e47a37ec1d8422a68188d29c31d99,Augochloropsis discors,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_euterpe_415fe6ae61,aug_euterpe,aug_euterpe,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis euterpe/Indivíduo 1 - Cabeça 3.jpg,campo_proprio,cabeça 3,BeeAI Team,validated,6c7f9a6a2fdff7ad86844c73e9246e777113df9cea7728bb0273944af566358e,Augochloropsis euterpe,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_euterpe_5c73f6a4ea,aug_euterpe,aug_euterpe,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis euterpe/Indivíduo 1 - Geral.jpg,campo_proprio,geral,BeeAI Team,validated,872aed37da66068eec5aa528d4cfe7f11760255ec823cb49f6dd3218520d3259,Augochloropsis euterpe,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_euterpe_170f831d20,aug_euterpe,aug_euterpe,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis euterpe/Indivíduo 1 - Metaposnoto 3.jpg,campo_proprio,metaposnoto 3,BeeAI Team,validated,985127007c65acce9f585036ac34b5189ef98b374e6100f63cf7c9c607c17656,Augochloropsis euterpe,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_euterpe_0ac6c152c3,aug_euterpe,aug_euterpe,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis euterpe/Indivíduo 1 - Tergo 3.jpg,campo_proprio,tergo 3,BeeAI Team,validated,3e668eef45239178bbaedd3423f8d6ec4e02db196b826c8970c8cd938062a7cb,Augochloropsis euterpe,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_euterpe_3d09ab95ff,aug_euterpe,aug_euterpe,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis euterpe/Indivíduo 1 - Tórax 3.jpg,campo_proprio,tórax 3,BeeAI Team,validated,f70bca7f41baeeefe3ed22b53ecd775e4eb3670e081bfc286e843b46d251aa86,Augochloropsis euterpe,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_sparsilis_ab01350e07,aug_sparsilis,aug_sparsilis,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis sparsilis/Indivíduo 1 - Cabeça 3.jpg,campo_proprio,cabeça 3,BeeAI Team,validated,2ca971177e2f92a1a5b78dcfa6cc0510d3f1624f4d527261a970cda22f44f28f,Augochloropsis sparsilis,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_sparsilis_b7336114ac,aug_sparsilis,aug_sparsilis,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis sparsilis/Indivíduo 1 - Geral.jpg,campo_proprio,geral,BeeAI Team,validated,114b6e1121a65496b57894d569e944c58740045f67641126b729b424e35bb6e5,Augochloropsis sparsilis,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_sparsilis_0aa4f765f4,aug_sparsilis,aug_sparsilis,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis sparsilis/Indivíduo 1 - Metaposnoto 3.jpg,campo_proprio,metaposnoto 3,BeeAI Team,validated,8a582b3286eca0afb95e3f09c57935fed08b54999011afef728d13762fdd883e,Augochloropsis sparsilis,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_sparsilis_e342446b52,aug_sparsilis,aug_sparsilis,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis sparsilis/Indivíduo 1 - Tergo 3.jpg,campo_proprio,tergo 3,BeeAI Team,validated,57ba2fba9a5f6294f452a3124044c672fec049d54a64dab7d69484cbcc205735,Augochloropsis sparsilis,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_sparsilis_1630a638bb,aug_sparsilis,aug_sparsilis,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis sparsilis/Indivíduo 1 - Tórax 3.jpg,campo_proprio,tórax 3,BeeAI Team,validated,487e1496d1fbcfc7dceae5a3cdc11b9485d741544e4214b8949542849d3f6660,Augochloropsis sparsilis,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
campo_aug_sparsilis_0c5afc3838,aug_sparsilis,aug_sparsilis,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3/Augochloropsis sparsilis/Indivíduo 1 - Tórax.jpg,campo_proprio,tórax,BeeAI Team,validated,8b9704097906c90a68e56c2348c5e677aea08dbe954824db7865ccf155e722fd,Augochloropsis sparsilis,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026
