image_id,specimen_id,species_code,file_path,source,view_type,annotator,label_status,sha256,scientific_name,gbif_key,occurrence_url,image_url,license,rights_holder,publisher,dataset_name
campo_aug_semele_3156a074c1,campo_aug_semele_3156a074c1,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Cabeça 3_aug10.jpg,campo_proprio_aug,cabeça 3,BeeAI Team,validated,77e535097bef4531a5e0cbc20dc2668200fa1b0dec97944ba20355f31d1b3034,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_8dcd99d5af,campo_aug_semele_8dcd99d5af,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Cabeça 3_aug11.jpg,campo_proprio_aug,cabeça 3,BeeAI Team,validated,328cfd2db99d480bf229c9b244758e286207c603259b4a8e852c73e709c3d3d5,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_8ceebc40cf,campo_aug_semele_8ceebc40cf,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Cabeça 3_aug12.jpg,campo_proprio_aug,cabeça 3,BeeAI Team,validated,decde75f9dd17fabddb5ea17a44b24df6314ef290b9b852011e8b87bcd6b9b03,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_8517a796bf,campo_aug_semele_8517a796bf,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Cabeça 3_aug13.jpg,campo_proprio_aug,cabeça 3,BeeAI Team,validated,8a3c510f08cd88183c1b107cb43d84a92e5017ed84c3f6282f1961e9d8b4135e,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_87a17293e0,campo_aug_semele_87a17293e0,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Geral_orig.jpg,campo_proprio_aug,geral,BeeAI Team,validated,1384c939ba1ad5d6c9dca6e3b319e295f550e0191509c4b645098dd571c505ca,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_b1f5d3709b,campo_aug_semele_b1f5d3709b,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Geral_aug01.jpg,campo_proprio_aug,geral,BeeAI Team,validated,a7f442f998d6dc6740c1e98adaa2f36b6bafa70a21a58a34e0717ead39a1bc5c,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_7a4901422d,campo_aug_semele_7a4901422d,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Geral_aug02.jpg,campo_proprio_aug,geral,BeeAI Team,validated,16a97f6ea0d5794a70c1b0e9b7b1eea3c01b63a25b1e859a606f558cc18a311c,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_330c0a2ac8,campo_aug_semele_330c0a2ac8,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Geral_aug03.jpg,campo_proprio_aug,geral,BeeAI Team,validated,a1b1aea070d965b7af736071a1ed0ec755216ff67a0ff715ee67c66631083ffc,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_f12a11524c,campo_aug_semele_f12a11524c,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Geral_aug04.jpg,campo_proprio_aug,geral,BeeAI Team,validated,74e277dd3644644f7e11eeb4f536b0416205f5412bfa62d58e814a1afe513662,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_3081980b85,campo_aug_semele_3081980b85,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Geral_aug05.jpg,campo_proprio_aug,geral,BeeAI Team,validated,c9c7e1341800c0c788470a2be6c13cdb38c3e1fdf04a7df74a5e0b4105a71cc7,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_8e2042bd30,campo_aug_semele_8e2042bd30,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Geral_aug06.jpg,campo_proprio_aug,geral,BeeAI Team,validated,f549572e6c2ee092044844bd5340a9f6ced473022ebffd9bb99ef6de5c377795,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_be545e8ff6,campo_aug_semele_be545e8ff6,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Geral_aug07.jpg,campo_proprio_aug,geral,BeeAI Team,validated,470064c93cdfabac80546327df47157d5263237a2de0bb452ee903463a93d213,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_94190b22a6,campo_aug_semele_94190b22a6,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Geral_aug08.jpg,campo_proprio_aug,geral,BeeAI Team,validated,646be2f57e8f9cc3533762b47ebe3d0046556acc1f92ddc78e77133aa5aa52b3,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_bb3afcbb62,campo_aug_semele_bb3afcbb62,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Geral_aug09.jpg,campo_proprio_aug,geral,BeeAI Team,validated,b3cac09e3f9197536948bca8d24592847dde9d86065eebdfb2dc63eeedb7cb86,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_5484b0085f,campo_aug_semele_5484b0085f,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Geral_aug10.jpg,campo_proprio_aug,geral,BeeAI Team,validated,46eb06fb7af9b5a2d4347392edf9676b096f9293a01dae7fc9a2416866526958,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_f01ec2303f,campo_aug_semele_f01ec2303f,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Geral_aug11.jpg,campo_proprio_aug,geral,BeeAI Team,validated,a199678e5bcdd5495e9f157b213926902690c84f934a0124bc831f93c54b925a,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_3e856ba6fd,campo_aug_semele_3e856ba6fd,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Geral_aug12.jpg,campo_proprio_aug,geral,BeeAI Team,validated,a53732a9585ed6c84381913069fa1e5d5b9f8d0b82708bcb9bb2068b51776ad9,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_a4abddf6ad,campo_aug_semele_a4abddf6ad,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Geral_aug13.jpg,campo_proprio_aug,geral,BeeAI Team,validated,b485a8a3e726fc34ca45bd8e4f69e918ac65a396e578f37c8fefbcb1e30341d8,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_8323814d72,campo_aug_semele_8323814d72,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Metaposnoto 3_orig.jpg,campo_proprio_aug,metaposnoto 3,BeeAI Team,validated,eecfd15b33bc3fc2ad20041c8172d584b550fb7d0864bab3f6b01b83ec933e85,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_41aeab8ecc,campo_aug_semele_41aeab8ecc,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Metaposnoto 3_aug01.jpg,campo_proprio_aug,metaposnoto 3,BeeAI Team,validated,f872b4abb1ddace2dcdac7795f9dbd63e7aafb67ca02a532b575f51a599b90fc,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_9806094340,campo_aug_semele_9806094340,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Metaposnoto 3_aug02.jpg,campo_proprio_aug,metaposnoto 3,BeeAI Team,validated,d0b78fb7ae38c488d0f7098d712d8c890dead2ad467fadaa11e41684b28f4343,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_cdf32b3d82,campo_aug_semele_cdf32b3d82,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Metaposnoto 3_aug03.jpg,campo_proprio_aug,metaposnoto 3,BeeAI Team,validated,b19f69b4600bb910e5adfbc5016a10f8ab2d14ea12b3597fe7ca8d6d893e33ff,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_c5119486e2,campo_aug_semele_c5119486e2,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Metaposnoto 3_aug04.jpg,campo_proprio_aug,metaposnoto 3,BeeAI Team,validated,71e569361478813495edd166938d59c42bdd07b5d0d6e44a5f2cc77c935b48a0,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_8d733e483f,campo_aug_semele_8d733e483f,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Metaposnoto 3_aug05.jpg,campo_proprio_aug,metaposnoto 3,BeeAI Team,validated,e9878b58adda4928ebeb8604ba5683070cf4a5ea92a65e32c754f4388ecaf8aa,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_b182bb95c4,campo_aug_semele_b182bb95c4,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Metaposnoto 3_aug06.jpg,campo_proprio_aug,metaposnoto 3,BeeAI Team,validated,22eca0f5d506b6b5b458ad24d7621719bf9cbc1801151ec5dd2bb55b6b4fc9ce,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_e079ed65fe,campo_aug_semele_e079ed65fe,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Metaposnoto 3_aug07.jpg,campo_proprio_aug,metaposnoto 3,BeeAI Team,validated,bdae862641a5a24db2df617db0e4e186a147c5a37cd4e52cf00d4f603d4e2497,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_15adf29495,campo_aug_semele_15adf29495,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Metaposnoto 3_aug08.jpg,campo_proprio_aug,metaposnoto 3,BeeAI Team,validated,1cd02eebc63913a10af844db0d767b608590e4954e8ead329cb9d9cf4d6b626a,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_63abc58615,campo_aug_semele_63abc58615,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Metaposnoto 3_aug09.jpg,campo_proprio_aug,metaposnoto 3,BeeAI Team,validated,abfe47d8275892b1a7137cc766525f0dd7855110bf8f684410a225ac0f345ed5,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_596530f723,campo_aug_semele_596530f723,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Metaposnoto 3_aug10.jpg,campo_proprio_aug,metaposnoto 3,BeeAI Team,validated,f6bed8ef0bf8a904dc3799d539edf686cc5d8d16910ae480d55fabeeebb118b0,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_40cae5dad6,campo_aug_semele_40cae5dad6,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Metaposnoto 3_aug11.jpg,campo_proprio_aug,metaposnoto 3,BeeAI Team,validated,5d42e1d6488e7b8e3796e36d610a2140b6f40504c78c44e5a348e9fbbaf3ba9f,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_4582eb6f35,campo_aug_semele_4582eb6f35,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Metaposnoto 3_aug12.jpg,campo_proprio_aug,metaposnoto 3,BeeAI Team,validated,e497da87af3d7f6692235f0ca2865c2717d339821cc661ff5f98509d277f1db2,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_3b25f0098c,campo_aug_semele_3b25f0098c,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Metaposnoto 3_aug13.jpg,campo_proprio_aug,metaposnoto 3,BeeAI Team,validated,82e273b84979457b2dffcd1a8ed87e3a5875c8d9c1577a0d09d2541dbe1f51a8,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_50ada28396,campo_aug_semele_50ada28396,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tergo 3_orig.jpg,campo_proprio_aug,tergo 3,BeeAI Team,validated,c1a11178e3186e86566014901a10d59e6e1a3c83e7bb7b09dd5743558893fe36,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_60ec468351,campo_aug_semele_60ec468351,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tergo 3_aug01.jpg,campo_proprio_aug,tergo 3,BeeAI Team,validated,7b291d37553c8c58535a79aebd62e2898f2aeb67194f3688ccb3d25b99c6b526,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_8a7af858bb,campo_aug_semele_8a7af858bb,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tergo 3_aug02.jpg,campo_proprio_aug,tergo 3,BeeAI Team,validated,49d3d403a8e0c26e97cb151a31fc538f1c278d4d939d2e6e6c75a84f9d1ff84c,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_01318218a0,campo_aug_semele_01318218a0,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tergo 3_aug03.jpg,campo_proprio_aug,tergo 3,BeeAI Team,validated,e09ec208e9e80799ffc90c9c0425bc0ccb946d88236736b5639bc3551b9ca08f,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_db4657dcbd,campo_aug_semele_db4657dcbd,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tergo 3_aug04.jpg,campo_proprio_aug,tergo 3,BeeAI Team,validated,fddf0e2893408da1abded7ad58d2a3e5c4f7a3f7347211f3edc5bac9988175e6,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_aa6b3adac1,campo_aug_semele_aa6b3adac1,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tergo 3_aug05.jpg,campo_proprio_aug,tergo 3,BeeAI Team,validated,502c62158dae34dadf5b592f4e89464ebe53eed7c52e6000c5f658db87a26951,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_1ad0cf4aca,campo_aug_semele_1ad0cf4aca,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tergo 3_aug06.jpg,campo_proprio_aug,tergo 3,BeeAI Team,validated,21d8ee07487be070b3590ae9da0c8e324186c4ef32efe3a4cd33a1038f5f0003,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_fff3207a20,campo_aug_semele_fff3207a20,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tergo 3_aug07.jpg,campo_proprio_aug,tergo 3,BeeAI Team,validated,96bd6d520350cff74acaabdb944f119686103a7bf04ff8031413a66a7e86ea1f,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_c0cb287f88,campo_aug_semele_c0cb287f88,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tergo 3_aug08.jpg,campo_proprio_aug,tergo 3,BeeAI Team,validated,bd5e802f3f6e8a363d7f5fa3bf54be002b9caab9764e091b88bbda8e358176be,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_6266900a04,campo_aug_semele_6266900a04,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tergo 3_aug09.jpg,campo_proprio_aug,tergo 3,BeeAI Team,validated,a333fd396ab6e3e8dde8ef4b525abf490f9038631b9fbf3a18793736cb88566b,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_316de86e76,campo_aug_semele_316de86e76,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tergo 3_aug10.jpg,campo_proprio_aug,tergo 3,BeeAI Team,validated,bff781f6a761304fc2b0e7235826066d90943393c5d1c2f5e6b05d8e7d33a18e,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_9046cb1dff,campo_aug_semele_9046cb1dff,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tergo 3_aug11.jpg,campo_proprio_aug,tergo 3,BeeAI Team,validated,0241331e302a8a7b13e5ecf2ac11e0319db69b674b5886186fc9056f69fc4f37,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_9aa34a2db7,campo_aug_semele_9aa34a2db7,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tergo 3_aug12.jpg,campo_proprio_aug,tergo 3,BeeAI Team,validated,4b743613af8d1dbc8036ba10e8b80f125c5334a301b8e5a8a8a4e73e8c29bd6d,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_2931d32acb,campo_aug_semele_2931d32acb,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tergo 3_aug13.jpg,campo_proprio_aug,tergo 3,BeeAI Team,validated,0a91017d4ce818cf5dace671dd81aa9b9e8235183beb8f57fd19613f80eff21e,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_941a97e32d,campo_aug_semele_941a97e32d,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tórax 3_orig.jpg,campo_proprio_aug,tórax 3,BeeAI Team,validated,772c035a010d193e47fac15c9912bad6501bb38dde891c07bd3025c1d2c47998,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
campo_aug_semele_490df9bdbf,campo_aug_semele_490df9bdbf,aug_semele,/home/gabrielmaciel/identificadordeabelha/data/raw/images/gbif_demo_v3_aug/Augichloropsis semele/Indivíduo 1 - Tórax 3_aug01.jpg,campo_proprio_aug,tórax 3,BeeAI Team,validated,1be360079c2ee5542abd55950c8b04c32ba69ec6f6bc2c655ca22f8aa3ff63cf,Augichloropsis semele,,,,CC-BY-4.0,BeeAI Team,ENGEPLUS,campo_2026_aug
